,Race Index,Pla.,Date,RC/Track/ Course,Dist.,G,Race Class,Dr.,Rtg.,Trainer,Jockey,LBW,Win Odds,Act. Wt.,Running Position,Finish Time,Declar. Horse Wt.,Gear,horse,season,N_RaceIndex
0,564,07,07/04/24,"ST / Turf / ""B+2""",1200,G,4,7,52,D J Whyte,L Ferraris,9,73,123,3 2 7,1.10.84,1106,--,2023_J181,23/24,23/24_564
1,480,09,06/03/24,"HV / Turf / ""B""",1200,G,4,2,52,D J Whyte,H Bentley,4-3/4,12,127,3 2 9,1.11.24,1100,--,2023_J181,23/24,23/24_480
2,507,10,16/03/24,"ST / Turf / ""C+3""",1200,G,3,6,67,T P Yung,C L Chau,6,5.6,123,3 4 10,1.09.77,1225,TT,2022_H076,23/24,23/24_507
3,454,04,25/02/24,"ST / Turf / ""A+3""",1200,G,3,10,67,T P Yung,C L Chau,2-1/4,14,123,5 5 4,1.09.94,1222,TT,2022_H076,23/24,23/24_454
4,371,01,28/01/24,"ST / Turf / ""A+3""",1200,G,4,12,60,T P Yung,Z Purton,1-1/4,4.8,135,1 1 1,1.09.88,1228,TT,2022_H076,23/24,23/24_371
5,353,04,21/01/24,"ST / Turf / ""A""",1200,G,3,1,61,T P Yung,M L Yeung,3-1/4,89,117,5 3 4,1.09.47,1237,TT,2022_H076,23/24,23/24_353
6,305,11,01/01/24,"ST / Turf / ""A""",1200,G,3,10,63,T P Yung,A Hamelin,8,256,118,2 2 11,1.10.40,1247,TT,2022_H076,23/24,23/24_305
7,250,12,13/12/23,"HV / Turf / ""B""",1200,G,3,3,63,T P Yung,C L Chau,7,15,120,5 6 12,1.11.10,1244,TT1,2022_H076,23/24,23/24_250
8,493,12,10/03/24,"ST / Turf / ""C""",1600,GY,3,11,66,C S Shum,H Bentley,7-1/4,68,126,6 8 10 12,1.37.75,1037,TT,2022_H331,23/24,23/24_493
9,426,07,15/02/24,"HV / Turf / ""C""",1800,G,3,6,68,C S Shum,H Bentley,2-3/4,40,123,8 9 10 10 7,1.51.20,1040,TT,2022_H331,23/24,23/24_426
10,377,13,28/01/24,"ST / Turf / ""A+3""",1600,G,3,2,70,C S Shum,B Avdulla,7-1/2,34,129,9 8 7 13,1.36.26,1037,TT,2022_H331,23/24,23/24_377
11,288,10,26/12/23,"ST / Turf / ""C+3""",1600,G,3,12,72,C S Shum,C L Chau,9,39,130,4 4 4 10,1.36.10,1047,TT,2022_H331,23/24,23/24_288
12,234,05,10/12/23,"ST / Turf / ""A""",1400,G,3,4,72,C S Shum,C L Chau,1-1/4,146,126,6 7 8 5,1.23.11,1043,TT,2022_H331,23/24,23/24_234
13,099,12,18/10/23,"HV / Turf / ""B""",1200,Y,3,8,72,C S Shum,A Atzeni,20,101,129,11 12 12,1.13.26,1076,TT1,2022_H331,23/24,23/24_099
14,567,10,07/04/24,"ST / Turf / ""B+2""",1600,G,4,13,54,D A Hayes,M L Yeung,6-1/4,82,130,14 14 14 10,1.37.04,1116,XB-/B/TT,2022_H342,23/24,23/24_567
15,525,08,24/03/24,"ST / Turf / ""A""",1600,GF,4,2,56,D A Hayes,L Hewitson,5-1/4,54,132,6 7 6 8,1.35.12,1121,B/XB/TT,2022_H342,23/24,23/24_525
16,477,09,06/03/24,"HV / Turf / ""B""",1800,G,4,4,58,D A Hayes,H Bowman,8,6.5,134,7 7 7 7 9,1.52.28,1111,B/XB1/TT,2022_H342,23/24,23/24_477
17,404,06,07/02/24,"HV / Turf / ""B""",1650,G,3,8,60,D A Hayes,M L Yeung,3-3/4,59,115,6 6 8 6,1.41.45,1118,B/TT,2022_H342,23/24,23/24_404
18,368,09,24/01/24,ST / AWT,1650,GD,3,2,63,D A Hayes,M F Poon,8-3/4,103,116,7 8 12 9,1.39.49,1114,CP-/B1/TT,2022_H342,23/24,23/24_368
19,312,08,04/01/24,"HV / Turf / ""A""",1650,G,3,8,65,D A Hayes,A Atzeni,4-3/4,110,120,8 8 8 8,1.41.11,1111,CP/TT,2022_H342,23/24,23/24_312
20,277,09,23/12/23,ST / AWT,1650,GD,3,10,67,D A Hayes,K C Leung,8-3/4,246,119,14 14 14 9,1.40.02,1116,CP2/TT,2022_H342,23/24,23/24_277
21,237,12,10/12/23,"ST / Turf / ""A""",1800,G,3,1,69,D A Hayes,K De Melo,17,209,126,8 7 10 8 12,1.50.70,1122,TT,2022_H342,23/24,23/24_237
22,203,13,26/11/23,"ST / Turf / ""C""",1600,G,3,9,71,D A Hayes,K Teetan,5-3/4,150,128,14 12 13 13,1.36.43,1131,CP-/TT,2022_H342,23/24,23/24_203
23,161,11,11/11/23,"ST / Turf / ""A+3""",1600,G,3,3,73,D A Hayes,K Teetan,8-1/4,54,132,8 8 8 11,1.36.91,1125,CP/TT,2022_H342,23/24,23/24_161
24,108,12,22/10/23,"ST / Turf / ""B+2""",1400,G,3,4,73,D A Hayes,K Teetan,6-3/4,26,132,11 11 12 12,1.22.41,1123,CP1/TT1,2022_H342,23/24,23/24_108
25,526,10,24/03/24,"ST / Turf / ""A""",1200,GF,3,10,60,D J Whyte,A Hamelin,13,177,120,11 11 10,1.10.25,1138,V/TT,2021_G196,23/24,23/24_526
26,486,11,10/03/24,"ST / Turf / ""C""",1200,G,3,12,63,D J Whyte,A Hamelin,7-3/4,81,121,12 12 11,1.11.28,1145,B-/V1/TT,2021_G196,23/24,23/24_486
27,463,09,28/02/24,"HV / Turf / ""A""",1200,G,3,8,66,D J Whyte,H Bentley,8-1/4,35,122,2 2 9,1.11.98,1139,B/TT,2021_G196,23/24,23/24_463
28,405,09,07/02/24,"HV / Turf / ""B""",1200,G,3,10,69,D J Whyte,C L Chau,5-3/4,60,127,4 4 9,1.11.44,1153,SR-/B/TT,2021_G196,23/24,23/24_405
29,220,08,03/12/23,"ST / Turf / ""C+3""",1000,G,3,5,71,D J Whyte,M L Yeung,2-3/4,29,129,3 3 8,0.57.48,1150,B/SR/TT,2021_G196,23/24,23/24_220
30,089,14,15/10/23,"ST / Turf / ""A+3""",1200,G,3,9,73,D J Whyte,L Hewitson,21,23,131,9 7 14,1.12.14,1150,XB-/B/SR/TT,2021_G196,23/24,23/24_089
31,009,07,10/09/23,"ST / Turf / ""A""",1200,GY,3,2,73,D J Whyte,L Hewitson,10-1/2,5.7,131,5 3 7,1.11.28,1174,B/SR/XB2/TT,2021_G196,23/24,23/24_009
32,816,02,09/07/23,"ST / Turf / ""C+3""",1200,GF,3,6,73,D J Whyte,L Hewitson,3/4,15,131,3 3 2,1.08.90,1163,B/SR/TT,2021_G196,22/23,22/23_816
33,759,02,18/06/23,"ST / Turf / ""C+3""",1200,G,3,5,73,D J Whyte,L Hewitson,2-3/4,12,128,7 9 2,1.09.47,1173,B/SR/TT,2021_G196,22/23,22/23_759
34,717,07,04/06/23,"ST / Turf / ""B""",1200,GF,3,2,74,D J Whyte,M Chadwick,4,9.1,129,6 7 7,1.09.56,1168,B/SR/TT,2021_G196,22/23,22/23_717
35,672,07,17/05/23,"HV / Turf / ""B""",1200,G,3,6,74,D J Whyte,L Ferraris,3-1/2,16,130,6 5 7,1.09.96,1158,B/SR/TT,2021_G196,22/23,22/23_672
36,594,02,19/04/23,"HV / Turf / ""C""",1200,G,3,3,74,D J Whyte,L Ferraris,2,14,130,4 4 2,1.10.15,1165,B/SR1/TT,2021_G196,22/23,22/23_594
37,527,07,26/03/23,"ST / Turf / ""C+3""",1200,G,3,9,74,D J Whyte,R Maia,3-1/4,25,131,6 6 7,1.10.08,1170,B/TT,2021_G196,22/23,22/23_527
38,797,06,01/07/22,"ST / Turf / ""C""",1200,YS,3,10,74,D J Whyte,R Maia,5-1/2,5.9,133,2 3 6,1.12.01,1173,B/TT,2021_G196,21/22,21/22_797
39,727,01,05/06/22,"ST / Turf / ""C""",1200,G,3,1,66,D J Whyte,R Maia,1-1/2,7.2,123,3 3 1,1.08.86,1165,B/TT,2021_G196,21/22,21/22_727
40,668,01,15/05/22,"ST / Turf / ""C+3""",1200,GY,4,1,59,D J Whyte,R Maia,1,4.4,129,3 2 1,1.10.31,1158,B/TT,2021_G196,21/22,21/22_668
41,610,07,24/04/22,"ST / Turf / ""A""",1200,G,3,8,61,D J Whyte,V Borges,4-1/2,46,115,14 14 7,1.09.01,1163,B/TT,2021_G196,21/22,21/22_610
42,574,07,10/04/22,"ST / Turf / ""C""",1200,G,3,7,63,D J Whyte,L Hewitson,4,68,120,10 10 7,1.09.20,1174,XB-/B/TT1,2021_G196,21/22,21/22_574
43,538,10,27/03/22,"ST / Turf / ""A+3""",1400,G,3,6,65,D J Whyte,A Badel,5-1/2,44,118,4 5 5 10,1.23.45,1171,B/XB,2021_G196,21/22,21/22_538
44,471,06,02/03/22,"HV / Turf / ""A""",1200,G,3,2,65,D J Whyte,A Badel,6-1/4,29,119,7 7 6,1.10.30,1169,B1/XB1,2021_G196,21/22,21/22_471
45,494,04,13/03/24,"HV / Turf / ""C""",1000,G,5,2,39,C Fownes,H Bentley,1-3/4,6.1,135,3 3 4,0.57.70,1055,H/P1/TT,2022_H046,23/24,23/24_494
46,307,07,04/01/24,"HV / Turf / ""A""",1200,G,4,4,41,C Fownes,L Hewitson,21-1/2,10,117,3 4 7,1.13.30,1044,H/TT,2022_H046,23/24,23/24_307
47,282,06,26/12/23,"ST / Turf / ""C+3""",1000,G,4,10,43,C Fownes,M Chadwick,4-1/2,37,118,6 10 6,0.57.35,1044,PC-/H/TT,2022_H046,23/24,23/24_282
48,245,11,13/12/23,"HV / Turf / ""B""",1200,G,4,11,45,C Fownes,L Hewitson,9,26,122,2 2 11,1.11.96,1036,H/PC/TT,2022_H046,23/24,23/24_245
49,190,04,22/11/23,"HV / Turf / ""C""",1000,G,4,1,46,C Fownes,M Chadwick,1-3/4,15,122,7 6 4,0.57.77,1034,H/PC/TT,2022_H046,23/24,23/24_190
50,093,11,18/10/23,"HV / Turf / ""B""",1000,GY,4,11,48,C Fownes,L Currie,5-1/2,14,123,2 2 11,0.58.38,1033,H/PC/TT,2022_H046,23/24,23/24_093
51,078,10,11/10/23,"HV / Turf / ""A""",1000,G,4,7,49,C Fownes,A Badel,3-3/4,21,122,6 7 10,0.58.16,1034,H/PC/TT,2022_H046,23/24,23/24_078
52,016,07,13/09/23,"HV / Turf / ""A""",1000,G,4,9,49,C Fownes,B Avdulla,5-1/2,10,124,4 5 7,0.58.02,1037,H/PC/TT,2022_H046,23/24,23/24_016
53,821,04,12/07/23,"HV / Turf / ""B""",1000,GF,4,4,49,C Fownes,C Y Ho,4,4.7,125,3 3 4,0.57.43,1022,H/PC/TT,2022_H046,22/23,22/23_821
54,707,02,31/05/23,"HV / Turf / ""C+3""",1000,GF,4,8,48,C Fownes,C Y Ho,3/4,5.4,123,3 2 2,0.56.65,1031,H/PC/TT,2022_H046,22/23,22/23_707
55,611,01,26/04/23,"HV / Turf / ""C+3""",1000,G,4,5,43,C Fownes,A Badel,HD,5.9,118,2 2 1,0.56.91,1031,H/PC/TT,2022_H046,22/23,22/23_611
56,573,05,12/04/23,"HV / Turf / ""B""",1000,G,4,11,44,C Fownes,A Badel,1-3/4,17,119,3 2 5,0.57.46,1025,H/PC/TT,2022_H046,22/23,22/23_573
57,514,04,22/03/23,"HV / Turf / ""C+3""",1000,G,4,3,44,C Fownes,S De Sousa,3/4,9.6,119,7 7 4,0.57.16,1024,H/PC1/TT,2022_H046,22/23,22/23_514
58,457,07,01/03/23,"HV / Turf / ""A""",1200,G,4,12,46,C Fownes,K H Chan,5-3/4,16,116,1 1 7,1.10.70,1022,H/TT,2022_H046,22/23,22/23_457
59,402,05,08/02/23,"HV / Turf / ""B""",1000,G,4,1,46,C Fownes,C Y Ho,3-1/4,5.6,121,4 6 5,0.57.84,1018,H/TT,2022_H046,22/23,22/23_402
60,374,09,29/01/23,"ST / Turf / ""A+3""",1000,G,4,5,48,C Fownes,J Kah,5,17,122,7 5 9,0.58.40,1022,H/TT,2022_H046,22/23,22/23_374
61,321,04,11/01/23,"HV / Turf / ""B""",1200,G,4,1,48,C Fownes,A Badel,1-1/4,6.6,126,1 1 4,1.09.76,1018,B-/H1/TT,2022_H046,22/23,22/23_321
62,266,09,21/12/22,"HV / Turf / ""C""",1000,GF,4,10,50,C Fownes,C Y Ho,3-1/4,29,129,4 5 9,0.57.75,1011,B1/TT,2022_H046,22/23,22/23_266
63,217,10,04/12/22,ST / AWT,1200,GD,4,6,52,C Fownes,C Y Ho,8-1/4,21,127,2 3 10,1.10.03,1018,TT,2022_H046,22/23,22/23_217
64,134,08,30/10/22,"HV / Turf / ""C""",1000,G,4,10,52,C Fownes,C Y Ho,3,11,127,7 5 8,0.57.51,1012,TT1,2022_H046,22/23,22/23_134
65,521,05,20/03/24,"HV / Turf / ""C+3""",1200,G,3,6,72,J Size,A Hamelin,1-1/2,18,129,8 8 5,1.10.16,1081,B,2022_H037,23/24,23/24_521
66,463,03,28/02/24,"HV / Turf / ""A""",1200,G,3,2,72,J Size,A Hamelin,2,6.2,128,8 7 3,1.10.98,1078,B,2022_H037,23/24,23/24_463
67,422,01,15/02/24,"HV / Turf / ""C""",1200,G,3,11,67,J Size,Z Purton,HD,5.2,127,9 9 1,1.10.51,1075,B,2022_H037,23/24,23/24_422
68,386,04,31/01/24,"HV / Turf / ""A""",1200,G,3,8,68,J Size,M F Poon,2-3/4,14,123,10 9 4,1.10.18,1083,B,2022_H037,23/24,23/24_386
69,332,03,10/01/24,"HV / Turf / ""B""",1200,G,3,3,68,J Size,A Atzeni,2-1/2,7.3,126,11 10 3,1.10.30,1074,B1,2022_H037,23/24,23/24_332
70,295,07,29/12/23,"HV / Turf / ""C+3""",1200,G,3,7,68,J Size,Z Purton,2,4.8,125,10 10 7,1.10.54,1095,--,2022_H037,23/24,23/24_295
71,250,03,13/12/23,"HV / Turf / ""B""",1200,G,3,6,68,J Size,Z Purton,1-1/4,4.1,125,10 10 3,1.10.18,1080,--,2022_H037,23/24,23/24_250
72,194,02,22/11/23,"HV / Turf / ""C""",1200,G,3,6,66,J Size,L Currie,N,14,122,9 11 2,1.10.16,1083,--,2022_H037,23/24,23/24_194
73,153,01,08/11/23,"HV / Turf / ""A""",1200,G,4,4,60,J Size,Z Purton,3/4,2.4,135,7 7 1,1.09.61,1067,--,2022_H037,23/24,23/24_153
74,093,04,18/10/23,"HV / Turf / ""B""",1000,GY,4,5,60,J Size,A Atzeni,1-3/4,13,135,10 11 4,0.57.75,1075,--,2022_H037,23/24,23/24_093
75,054,08,27/09/23,"HV / Turf / ""C""",1200,GF,3,6,61,J Size,A Badel,5-3/4,32,116,9 9 8,1.10.05,1068,--,2022_H037,23/24,23/24_054
76,795,05,03/07/23,"ST / Turf / ""C""",1200,GY,3,3,61,J Size,K Teetan,2-1/2,9.1,117,11 11 5,1.10.54,1076,--,2022_H037,22/23,22/23_795
77,747,06,14/06/23,"HV / Turf / ""B""",1200,G,3,9,61,J Size,A Badel,3-1/4,28,116,11 11 6,1.10.15,1079,--,2022_H037,22/23,22/23_747
78,690,05,24/05/23,"HV / Turf / ""C""",1200,G,3,2,61,J Size,A Hamelin,2,7.2,118,12 10 5,1.10.16,1072,--,2022_H037,22/23,22/23_690
79,631,01,03/05/23,"HV / Turf / ""A""",1200,G,4,2,56,J Size,A Hamelin,N,7,131,6 6 1,1.10.53,1062,--,2022_H037,22/23,22/23_631
80,575,08,12/04/23,"HV / Turf / ""B""",1200,G,4,6,56,J Size,A Badel,3,9.8,131,7 7 8,1.10.32,1062,--,2022_H037,22/23,22/23_575
81,500,05,15/03/23,"HV / Turf / ""C""",1200,G,4,10,56,J Size,K C Leung,5-1/4,6.2,132,12 10 5,1.10.57,1057,--,2022_H037,22/23,22/23_500
82,457,01,01/03/23,"HV / Turf / ""A""",1200,G,4,2,49,J Size,Z Purton,1-1/4,1.9,124,6 5 1,1.09.77,1065,--,2022_H037,22/23,22/23_457
83,423,04,15/02/23,"HV / Turf / ""C""",1200,GF,4,5,49,J Size,H Bowman,2,5.7,125,8 6 4,1.10.56,1076,--,2022_H037,22/23,22/23_423
84,361,06,24/01/23,"ST / Turf / ""C""",1200,G,4,5,50,J Size,Z Purton,3-1/2,2.4,125,4 5 6,1.10.51,1089,--,2022_H037,22/23,22/23_361
85,313,03,08/01/23,"ST / Turf / ""C+3""",1200,G,4,10,50,J Size,Z Purton,1,3.6,124,9 8 3,1.09.46,1092,--,2022_H037,22/23,22/23_313
86,264,04,21/12/22,"HV / Turf / ""C""",1200,GF,4,4,50,J Size,V Borges,2-3/4,14,125,6 6 4,1.10.09,1087,--,2022_H037,22/23,22/23_264
87,181,11,20/11/22,"ST / Turf / ""B+2""",1400,GF,4,6,52,J Size,A Badel,9-1/4,48,127,1 3 4 11,1.22.82,1082,--,2022_H037,22/23,22/23_181
88,141,09,06/11/22,"ST / Turf / ""C+3""",1200,G,4,3,52,J Size,A Badel,5-1/2,18,129,4 5 9,1.10.24,1071,--,2022_H037,22/23,22/23_141
89,538,05,27/03/24,"HV / Turf / ""A""",1000,G,3,1,66,J Size,B Avdulla,3-1/2,8.4,124,8 10 5,0.57.43,1054,B,2022_H082,23/24,23/24_538
90,478,02,06/03/24,"HV / Turf / ""B""",1200,G,3,8,64,J Size,B Avdulla,1/2,10,120,4 3 2,1.10.22,1068,B,2022_H082,23/24,23/24_478
91,425,03,15/02/24,"HV / Turf / ""C""",1200,G,3,2,64,J Size,B Avdulla,2,6.5,123,4 4 3,1.10.60,1071,B,2022_H082,23/24,23/24_425
92,385,04,31/01/24,"HV / Turf / ""A""",1200,G,3,5,65,J Size,A Atzeni,2-1/4,11,122,10 8 4,1.10.61,1065,B,2022_H082,23/24,23/24_385
93,313,06,04/01/24,"HV / Turf / ""A""",1200,G,3,11,65,J Size,B Avdulla,3,52,122,8 8 6,1.10.27,1061,B,2022_H082,23/24,23/24_313
94,268,06,20/12/23,"HV / Turf / ""C""",1200,G,3,6,65,J Size,A Hamelin,3-1/4,17,122,2 2 6,1.10.32,1065,B,2022_H082,23/24,23/24_268
95,209,01,29/11/23,"HV / Turf / ""C+3""",1200,G,4,2,60,J Size,B Avdulla,1/2,4.6,135,3 3 1,1.10.28,1050,B,2022_H082,23/24,23/24_209
96,172,02,15/11/23,"HV / Turf / ""B""",1200,G,4,8,60,J Size,Z Purton,1-1/4,4.2,135,3 3 2,1.10.09,1042,B1,2022_H082,23/24,23/24_172
97,132,04,01/11/23,"HV / Turf / ""C+3""",1200,G,4,5,60,J Size,B Avdulla,3/4,5.2,135,4 3 4,1.10.91,1052,--,2022_H082,23/24,23/24_132
98,096,02,18/10/23,"HV / Turf / ""B""",1200,GY,4,4,58,J Size,B Avdulla,N,13,133,3 3 2,1.10.55,1054,--,2022_H082,23/24,23/24_096
99,052,05,27/09/23,"HV / Turf / ""C""",1200,GF,4,1,60,J Size,B Avdulla,4,13,135,8 6 5,1.10.30,1042,--,2022_H082,23/24,23/24_052
100,806,08,06/07/23,"HV / Turf / ""A""",1200,G,3,12,62,J Size,A Badel,6-1/2,38,121,9 9 8,1.10.66,1039,--,2022_H082,22/23,22/23_806
101,690,07,24/05/23,"HV / Turf / ""C""",1200,G,3,6,63,J Size,B Avdulla,3-1/4,10,120,6 8 7,1.10.35,1055,--,2022_H082,22/23,22/23_690
102,634,08,03/05/23,"HV / Turf / ""A""",1200,G,3,8,63,J Size,K Teetan,3,9.2,121,2 3 8,1.10.40,1056,--,2022_H082,22/23,22/23_634
103,577,02,12/04/23,"HV / Turf / ""B""",1200,G,3,9,61,J Size,K Teetan,SH,11,118,2 2 2,1.09.79,1051,--,2022_H082,22/23,22/23_577
104,520,03,22/03/23,"HV / Turf / ""C+3""",1200,G,3,5,61,J Size,K Teetan,1-1/4,7.7,117,3 4 3,1.09.19,1037,--,2022_H082,22/23,22/23_520
105,442,02,22/02/23,"HV / Turf / ""C+3""",1200,GF,4,6,59,J Size,A Hamelin,1/2,13,134,1 1 2,1.10.21,1050,--,2022_H082,22/23,22/23_442
106,385,10,01/02/23,"HV / Turf / ""A""",1200,G,4,3,59,J Size,A Hamelin,3-1/2,9.7,135,5 5 10,1.10.14,1078,--,2022_H082,22/23,22/23_385
107,305,07,04/01/23,"HV / Turf / ""A""",1200,G,4,11,59,J Size,Z Purton,2-1/2,3.7,135,6 4 7,1.10.96,1060,--,2022_H082,22/23,22/23_305
108,245,01,14/12/22,"HV / Turf / ""B""",1200,G,4,2,52,J Size,Z Purton,1-1/2,4.8,129,4 4 1,1.09.63,1054,--,2022_H082,22/23,22/23_245
109,179,10,20/11/22,"ST / Turf / ""B+2""",1200,GF,4,14,52,J Size,A Badel,5-1/2,53,127,12 11 10,1.09.54,1053,--,2022_H082,22/23,22/23_179
110,553,07,03/04/24,ST / AWT,1200,GD,4,9,46,D J Hall,A Badel,5-1/2,3.7,123,10 10 7,1.09.91,1020,CP,2020_E144,23/24,23/24_553
111,504,02,16/03/24,ST / AWT,1200,GD,4,1,44,D J Hall,A Badel,N,8.9,121,4 3 2,1.08.90,1023,CP,2020_E144,23/24,23/24_504
112,365,05,24/01/24,ST / AWT,1200,GD,4,12,46,D J Hall,E C W Wong,4,6.5,114,12 12 5,1.09.63,1011,CP,2020_E144,23/24,23/24_365
113,337,04,13/01/24,"ST / Turf / ""C+3""",1400,G,4,3,47,D J Hall,K De Melo,1-3/4,18,123,6 8 7 4,1.23.17,1017,CP,2020_E144,23/24,23/24_337
114,284,03,26/12/23,ST / AWT,1200,GD,4,4,47,D J Hall,A Badel,3-3/4,6.3,123,9 5 3,1.09.24,1015,CP,2020_E144,23/24,23/24_284
115,252,06,17/12/23,ST / AWT,1200,GD,4,1,47,D J Hall,A Badel,3-1/2,6.8,122,8 11 6,1.10.13,1016,CP,2020_E144,23/24,23/24_252
116,197,01,26/11/23,ST / AWT,1200,GD,4,12,41,D J Hall,A Badel,1,16,118,12 10 1,1.09.53,1022,CP,2020_E144,23/24,23/24_197
117,170,05,15/11/23,"HV / Turf / ""B""",1200,G,4,7,42,D J Hall,A Badel,2-1/4,45,117,8 8 5,1.10.34,1025,CP,2020_E144,23/24,23/24_170
118,115,05,25/10/23,ST / AWT,1200,GD,4,5,42,D J Hall,M F Poon,4-1/2,10,116,8 7 5,1.09.53,1018,CP,2020_E144,23/24,23/24_115
119,793,08,03/07/23,"ST / Turf / ""C""",1400,GY,4,1,42,D J Hall,M Dee,8-1/4,11,117,12 12 11 8,1.24.22,997,CP,2020_E144,22/23,22/23_793
120,751,01,18/06/23,ST / AWT,1200,WS,5,2,36,D J Hall,L Ferraris,1-3/4,3.5,132,5 4 1,1.10.40,1014,CP,2020_E144,22/23,22/23_751
121,646,02,10/05/23,ST / AWT,1200,GD,5,5,36,D J Hall,H Bowman,2-1/4,4.9,132,9 6 2,1.08.97,997,CP,2020_E144,22/23,22/23_646
122,589,08,19/04/23,"HV / Turf / ""C""",1200,G,5,2,36,D J Hall,L Currie,3,9,131,5 5 8,1.10.57,1002,CP,2020_E144,22/23,22/23_589
123,531,03,29/03/23,ST / AWT,1200,WS,5,3,36,D J Hall,H Bowman,1-1/4,3.9,131,6 7 3,1.10.22,1004,CP,2020_E144,22/23,22/23_531
124,475,06,08/03/23,"HV / Turf / ""B""",1000,G,5,7,36,D J Hall,H Bowman,3-1/4,9.8,131,10 10 6,0.57.52,1004,CP,2020_E144,22/23,22/23_475
125,407,01,12/02/23,"ST / Turf / ""C+3""",1200,G,5,11,31,D J Hall,H Bowman,N,4,126,11 9 1,1.10.39,1011,CP,2020_E144,22/23,22/23_407
126,349,02,21/01/23,ST / AWT,1200,GD,5,11,31,D J Hall,H Bowman,2-3/4,3.5,126,10 9 2,1.09.37,1006,H-/CP1,2020_E144,22/23,22/23_349
127,331,05,15/01/23,"ST / Turf / ""A""",1400,G,5,5,33,D J Hall,H Bowman,3-1/2,3.7,129,7 5 5 5,1.23.31,1015,H,2020_E144,22/23,22/23_331
128,265,04,21/12/22,"HV / Turf / ""C""",1200,GF,5,8,35,D J Hall,L Currie,5-1/4,22,130,12 12 4,1.10.51,1001,H,2020_E144,22/23,22/23_265
129,197,05,27/11/22,"ST / Turf / ""C""",1400,G,5,7,35,D J Hall,L Currie,3,14,130,9 9 10 5,1.22.73,1004,H,2020_E144,22/23,22/23_197
130,123,02,26/10/22,ST / AWT,1200,GD,5,2,34,D J Hall,L Currie,1-1/2,13,129,11 8 2,1.09.29,993,H,2020_E144,22/23,22/23_123
131,084,12,12/10/22,"HV / Turf / ""A""",1000,GF,5,11,36,D J Hall,L Currie,3-1/2,29,131,12 12 12,0.57.93,1000,H1,2020_E144,22/23,22/23_084
132,762,11,22/06/22,"HV / Turf / ""B""",1200,G,5,4,38,Y S Tsui,K Teetan,6-1/4,5.8,131,6 7 11,1.11.21,1008,--,2020_E144,21/22,21/22_762
133,636,05,04/05/22,ST / AWT,1200,GD,5,7,39,Y S Tsui,M F Poon,1-3/4,26,130,7 7 5,1.09.39,1011,--,2020_E144,21/22,21/22_636
134,419,08,12/02/22,"ST / Turf / ""C+3""",1000,G,4,8,40,Y S Tsui,H W Lai,1-3/4,96,116,11 14 8,0.57.10,1001,--,2020_E144,21/22,21/22_419
135,356,13,23/01/22,"ST / Turf / ""A""",1000,G,4,4,44,Y S Tsui,H W Lai,10-1/2,76,117,11 11 13,0.58.86,989,TT-,2020_E144,21/22,21/22_356
136,300,11,01/01/22,"ST / Turf / ""B+2""",1200,G,4,14,47,Y S Tsui,H T Mo,7-1/4,112,118,11 11 11,1.11.06,997,TT1,2020_E144,21/22,21/22_300
137,201,10,24/11/21,"HV / Turf / ""C+3""",1200,G,4,10,49,Y S Tsui,C Y Ho,7-1/4,37,122,10 11 10,1.10.96,1010,--,2020_E144,21/22,21/22_201
138,549,12,31/03/24,"ST / Turf / ""A+3""",1600,G,3,12,67,D A Hayes,B Thompson,9-3/4,163,126,12 10 11 12,1.37.29,1258,TT,2023_J242,23/24,23/24_549
139,512,09,16/03/24,"ST / Turf / ""C+3""",1400,G,3,6,67,D A Hayes,B Avdulla,5-1/4,39,125,13 12 12 9,1.22.65,1255,TT1,2023_J242,23/24,23/24_512
140,531,11,24/03/24,"ST / Turf / ""A""",1400,GF,3,7,60,P C Ng,A Atzeni,5-1/2,4.2,120,3 2 2 11,1.22.44,1087,SR,2023_J180,23/24,23/24_531
141,487,01,10/03/24,"ST / Turf / ""C""",1400,G,4,1,52,P C Ng,A Atzeni,1-1/2,2.3,127,5 4 3 1,1.22.30,1074,SR,2023_J180,23/24,23/24_487
142,451,02,25/02/24,"ST / Turf / ""A+3""",1400,G,4,1,52,P C Ng,A Atzeni,2-3/4,16,128,5 5 5 2,1.22.23,1072,SR1,2023_J180,23/24,23/24_451
143,273,05,23/12/23,ST / AWT,1650,GD,4,5,52,A S Cruz,Y L Chung,2-1/4,5.5,124,9 10 9 5,1.40.08,1009,H/TT,2022_H293,23/24,23/24_273
144,215,01,03/12/23,ST / AWT,1800,GD,4,6,47,A S Cruz,Y L Chung,N,6.6,117,8 7 7 9 1,1.49.17,1011,H/TT,2022_H293,23/24,23/24_215
145,169,07,15/11/23,"HV / Turf / ""B""",1650,G,4,5,49,A S Cruz,Y L Chung,2-1/2,11,123,8 8 8 7,1.40.39,1011,H/TT,2022_H293,23/24,23/24_169
146,113,06,25/10/23,ST / AWT,1650,GD,4,9,51,A S Cruz,Y L Chung,3-3/4,42,120,9 9 9 6,1.40.31,996,H/TT,2022_H293,23/24,23/24_113
147,084,10,15/10/23,"ST / Turf / ""A+3""",1200,G,4,6,53,A S Cruz,Y L Chung,7,71,122,6 6 10,1.10.30,1013,H/TT,2022_H293,23/24,23/24_084
